no,word,created_at,updated_at,use,example,part_of_speech,pronunciation,mean
6662,보다,2024-01-04 19:08:00,,Y,"[[""나는 잔디밭에 누워 파란 하늘을 보는 것을 좋아한다."",""아이는 멀리서 나를 보고 달려와 품에 안겼다.""],[""나는 어제 친구과 영화관에 가서 코미디 영화를 봤다."",""지수는 유명한 가수의 콘서트를 보고 와서 한 시간이나 자랑을 했다.""],[""아버지가 신문을 보신다."",""나는 지도를 보며 여행을 했다."",""아침에 일어나 시계를 보니 일곱 시였다."",""이번 시험을 위해서 전공 책을 열 번이나 봤다."",""나는 환경 잡지를 보고 환경에 대한 관심이 높아졌다."",""당직 근무 표를 보니 오늘을 내가 당직을 설 차례였다.""],[""나는 거울을 보면서 머리를 가다듬었다."",""출석부를 보니 오늘 지각한 녀석이 네 명이나 있다.""],[""나는 부모님의 소개로 맞선을 보았다."",""지수는 전해 줄 것이 있다며 나를 잠깐 보자고 했다.""],[""이웃집 개는 집을 잘 본다."",""남편과 나는 둘 다 일을 하기 때문에 아이 봐 줄 사람이 필요하다.""],[""그는 늘 현실을 정확하게 보고 올바른 판단을 내린다."",""학생의 형편을 보니 몹시 가난해서 등록금도 못 낼 것 같았다.""],[""요즘 인터넷에는 무료로 점을 봐 주는 사이트가 많다."",""지수는 지난밤에 꾼 꿈이 이상해서 점쟁이를 찾아가 점을 봤다."",""새해가 되면 사람들은 토정비결을 보며 한 해의 운수를 점친다.""],[""승규는 시험을 잘 본 것 같다고 자신 있게 말했다."",""그는 원하는 대학에 가기 위해서 수능을 세 번이나 봤다.""],[""남편은 회사에서 하루 종일 업무를 보다가 밤늦게 퇴근했다."",""나는 일이 많을 때에는 동시에 두 대의 컴퓨터를 켜 놓고 사무를 본다.""],[""양측은 오랜 싸움 끝에 결국 천만 원에 합의를 보았다."",""우리 학교 축구팀은 그동안 열심히 노력한 끝에 드디어 감격적인 승리를 보았다.""],[""할머니는 매일 밤 어린 손자의 이부자리를 보아 주셨다."",""어머니는 열 명이나 되는 손님들의 밥상을 보느라 몹시 바쁘셨다."",""술 친구가 많은 남편 때문에 그녀는 술상을 잘 보기로 소문이 났다.""],[""그는 소변을 보러 화장실에 급히 들어갔다."",""언니는 사흘 동안 변을 보지 못해서 아랫배가 불룩하게 나왔다.""],[""아들만 셋이 있던 그는 이번에 드디어 딸을 봤다."",""엄마는 어서 사위를 보고 싶다며 나보고 빨리 결혼하라고 하신다.""],[""삼촌은 주식에 투자를 해서 크게 이익을 봤다."",""나는 손해를 보면서까지 집을 팔 생각은 없다.""],[""그 의사는 나이가 너무 많이 들어서 더 이상 환자를 보지 않는다."",""시골에 의료 봉사를 온 의대생들은 이른 아침부터 환자들을 보기 시작했다.""],[""그는 직장을 잃고 궁핍해져서 그동안 보던 신문도 끊었다."",""선생님, 신문 보시는 거 없으시면 저희 신문 구독해 보세요.""],[""그는 음식 간만 살짝 본다고 해 놓고는 반 그릇이나 먹어 버렸다."",""어머니는 찌개의 맛을 보시더니 너무 싱겁다고 소금을 더 넣으셨다.""],[""우리는 밥을 먹으면서 상사의 흉을 봤다."",""지수는 뒤에서 남의 흉을 보는 못된 습관이 있다.""],[""누구나 자신의 약점을 보는 것은 힘들다."",""나는 이번 사건으로 민준이의 못된 성격을 보았다.""],[""나는 시기를 봐서 사업을 시작할 생각이다."",""우리는 사장님에게 그만두겠다고 말할 기회를 보는 중이다.""],[""김 씨는 벼농사를 짓기에 좋은 땅을 보러 다녔다."",""우리는 이사를 하려고 여러 집들을 보다가 마침내 하얀 이층집을 계약했다.""],[""엄마는 시장에서 장을 볼 때 비닐봉지 대신 장바구니를 사용하신다."",""저녁 반찬거리를 사겠다고 장을 보러 나간 아내는 밤늦도록 돌아오지 않았다.""],[""지금까지의 결과로 보건대 이번 경기는 우리 팀의 승리가 확실하다."",""계속 몸이 말라 가는 것을 보니 환자는 병이 심해지는 것이 분명했다.""],[""술 취한 남자는 아무나 보고 소리를 질렀다."",""그 청년은 지나가던 아주머니를 보고 길을 물었다.""],[""김 사장은 박 교수를 봐서 그의 학생을 채용했다."",""집주인은 가난한 세입자를 봐서 월세를 조금 내려 주었다.""],[""그 여자는 남자의 재산을 보고 결혼을 결심했다."",""아내는 지금까지 저 하나만 보고 힘든 시간을 이겨 왔습니다.""],[""나는 영화관 앞에서 친구와 보기로 약속했다."",""우리는 학교를 졸업한 이후 서로 볼 기회가 없었다.""],[""유민은 일요일마다 교회에 가서 예배를 본다."",""성당에서 미사를 보는데 옆에 앉은 사람이 자꾸 떠들어서 신경이 쓰였다.""],[""나는 그의 말이 거짓말이라고 본다."",""검찰은 이번 사건을 단순 살인 사건으로 보지 않았다."",""인권이 보장되지 않는 나라는 선진국이라고 볼 수 없다.""]]",동사,[보다],"[""눈으로 대상의 존재나 겉모습을 알다."",""눈으로 대상을 즐기거나 감상하다."",""책이나 신문, 지도 등의 글자나 그림, 기호 등을 읽고 내용을 이해하다."",""대상의 내용이나 상태를 알기 위하여 살피다."",""일정한 목적이 있어 사람을 만나다."",""누구를 지키거나 돌보다."",""사건이나 상황을 인식하고 판단하다."",""점 등으로 미래 일이나 운명을 알아보다."",""지식이나 능력을 알기 위해 시험을 치르다."",""어떤 일을 맡아 하거나 처리하다."",""어떤 결과를 얻다."",""음식을 놓는 상이나 잠을 잘 자리 등을 준비하다."",""(완곡한 말로) 똥이나 오줌을 싸다."",""가족이 되는 사람을 얻다."",""어떤 일을 당하거나 겪거나 얻어 가지다."",""의사가 환자를 진찰하다."",""신문이나 잡지 등을 정기적으로 받아서 읽다."",""음식의 맛을 알기 위해 조금 먹다."",""남의 결점 등을 들추어 말하다."",""남의 결점이나 약점 등을 발견하다."",""기회, 때, 시기 등이 적당한지 살피다."",""무엇을 사기 위해서 잘 살피다."",""시장에 가서 물건을 사다."",""무엇을 근거로 판단하다."",""어떤 사람을 상대로 하다."",""어떤 사람의 입장을 고려하다."",""무엇을 바라거나 의지하다."",""사람을 만나다."",""기독교에서, 예배를 드리다."",""무엇을 어떠하다고 생각하거나 판단하다.""]"
6663,가다,2024-01-04 19:08:00,,Y,"[[""나는 친구에게 갈 때마다 책을 빌려 왔다."",""승규는 오늘 아침 일찍 친구 집에 가서 아직까지 돌아오지 않았다."",""아버지는 서울로 가실 때 멀미 때문에 항상 버스 대신 기차를 타신다.""],[""서울에 바로 가는 버스가 있습니까?"",""이 차는 바로 너의 어머니에게 가게 되어 있으니 아무 걱정 하지 마라."",""항공사 사정으로 동남아시아로 가는 비행기가 모두 취소되었다."",""육지를 가는 배는 한 시간에 한 대밖에 없어서 시간을 잘 맞춰야 한다.""],[""민준은 음악회를 가기 위해 집을 나섰다."",""김 사장은 회사 인사 회의에 가느라 딸의 졸업식에 참석하지 못했다."",""너무 오랜만에 동창회를 간 탓인지 전부 모르는 얼굴뿐이었다.""],[""집 근처에 은행이 없어서 돈을 찾으러 은행에 한번 가려면 버스를 한참 타야 한다."",""공부하러 도서관을 가다가 친구를 만났다."",""공책을 빌리러 친구에게 가다."",""어머니는 저녁거리를 사러 시장으로 가셨다.""],[""동생은 대학교 1학년을 마치고 군대를 가기로 결정했다."",""조카가 벌써 초등학교에 갈 나이가 되었다는 말에 지수는 깜짝 놀랐다.""],[""아버지가 미국 지사로 가게 되셔서 우리 가족도 모두 따라가기로 했다."",""김 과장이 다른 부서로 간다는 소식에 부서원들이 모두 환송회를 준비했다."",""이 검사는 지방에서 근무한 지 5년 만에 근무지가 바뀌어 서울 법원으로 가게 되었다.""],[""죽은 김 노인의 재산은 모두 큰 아들에게 갔다."",""아버지가 돌아가신 후에 땅은 큰 아들에게 갔고 집은 작은 아들에게 갔다."",""김 사장은 은행에서 빌린 돈을 갚지 못해 살던 집의 소유권이 은행으로 갔다.""],[""지수는 인상이 좋아서 보면 볼수록 호감이 간다."",""차에 관심이 생긴 뒤로 신차를 보면 나도 모르게 시선이 간다."",""사장님이 책상을 주먹으로 내리치자 직원들의 눈길이 모두 사장님에게로 갔다.""],[""할아버지께서 돌아가셨다는 기별이 가자 반나절도 안 돼서 친척들이 모두 모였다."",""동창들 모두 지수가 결혼한다는 것을 알고 있는데 승규에게만 소식이 안 가서 승규만 모르고 있다.""],[""우리 부부는 3년 전 집 문제로 크게 싸워 이혼 직전까지 갔다."",""우리 사회가 선진 사회로 가려면 시민들의 인식부터 달라져야 한다.""],[""이 가구는 우리나라에서 최고 가는 장인이 만든 것이다."",""동네 집값이 많이 올라서 예전에 2억 가던 아파트가 이제는 3억이 간다.""],[""영화가 시작은 흥미진진했는데 마지막에 가서는 싱겁게 끝이 났다."",""김 부장은 자기가 먼저 일을 시작하고는 나중에 가서 부하 직원에게 책임을 떠넘긴다.""],[""올 겨울 유행하는 감기는 어찌나 독한지 한 번 걸리면 이 주 이상을 간다."",""어떤 일에든 금방 싫증을 내는 승규는 수영에도 얼마 못 가 흥미를 잃었다.""],[""어머니는 밤길을 가야 하는 딸에게 조심하라고 당부했다."",""지수는 지갑을 안 가지고 집을 나간 것을 알고 가던 길을 돌아왔다."",""차들이 눈길을 천천히 가는 바람에 승규는 한 시간째 버스 안에 있다.""],[""아버지는 일요일 아침이면 항상 가까운 산에 등산을 가신다."",""아이 학교가 멀어서 학교 근처로 가족 모두 이사를 가기로 했다.""],[""승규는 지나가는 학생에게 학생 식당으로 가는 길을 물었다."",""가게 주인은 쫓기는 승규에게 뒷문으로 가는 길을 손으로 가리켰다.""],[""책상 위에 놓아 둔 열쇠가 어디로 갔는지 보이지 않는다."",""어머니는 아버지에게 카메라가 어디에 갔느냐고 물으셨다.""],[""2년 예정이었던 아파트 공사가 벌써 마무리 단계로 가고 있다."",""이번 사업은 후반부에 갈수록 예상하지 못한 문제들이 많이 생긴다.""],[""엄마는 이혼 사실이 알려지면 아이들에게 피해가 갈까 봐 이를 숨기려고 했다."",""김 사장은 직원들의 해외 연수가 장기적으로는 회사에도 이익이 가는 일이라고 판단했다.""],[""김 부장은 술을 너무 많이 마셔서 간에 무리가 갈 지경이 되었다.""],[""떡은 손이 많이 가는 음식이라 만들기가 쉽지 않다."",""민준은 품이 더 가는 일을 동생에게 주고 자기는 쉬운 일을 맡았다.""],[""아내도 나이가 들었는지 이제 눈가에 잔주름이 가기 시작한다."",""승규가 도자기를 옮기다가 떨어뜨렸는데 다행이 깨지지는 않고 표면에만 살짝 금이 갔다.""],[""모범생이던 민준이가 수업을 빠지고 노래방에 간다는 건 상상이 안 간다."",""승규는 영화 내용이 너무 복잡해 이해를 할 수 없었는데 누나의 설명을 듣고 그제서야 이해가 갔다.""],[""우리는 정해 놓은 목적지도 없이 그냥 발길이 가는 대로 걸었다."",""저녁 식사 때 이모가 해 오신 반찬이 맛있어서 자꾸 그쪽으로만 손이 갔다."",""엄마가 일주일 동안 집을 비우신 동안 집안은 엄마의 손이 가지 않아 엉망이 되었다.""],[""학생들의 그림에 선생님의 붓이 한 번 가면 그림의 완성도가 한층 높아지곤 했다."",""엄마가 일주일 동안 집을 비우신 동안 집안은 엄마의 손이 가지 않아 엉망이 되었다.""],[""더운 여름이 가고 벌써 가을이 왔다."",""시간이 갈수록 취직하기가 더 어려워진다.""],[""이 시계는 할아버지가 주신 건데 아직도 잘 간다."",""전기로 가는 차가 개발되었지만 속도가 느려 아직 많이 팔리지는 않는다.""],[""어머니는 찌개 맛을 보시더니 맛이 갔다며 버리셨다."",""날이 더워서 음식을 냉장고에 보관하지 않으면 맛이 금방 간다.""],[""어머니는 새로 나온 세제가 때가 잘 간다며 하나 더 사오라고 하셨다."",""아이 옷에 묻은 잉크 얼룩이 잘 안 가서 세탁소에 맡길 수밖에 없었다.""],[""술이 약한 동생은 소주 두어 잔에 완전히 갔다."",""삼촌은 새로 나온 자동차를 보자 뿅 가서 당장 타던 차를 바꾸겠다고 했다.""],[""상대방 전화기가 고장 났는지 아무리 걸어도 신호가 가지 않는다."",""승규가 집에 전화를 했는데 신호는 가지만 아무도 전화를 받지 않았다.""],[""동생은 공부를 열심히 하지 않아 이대로 가다가는 대학에 떨어질 것 같다.""],[""그는 갑작스러운 교통사고로 스무 살이라는 젊은 나이에 갔다."",""그 작가는 첫 작품이자 마지막 작품을 하나 남기고 비명에 가 버렸다.""]]",동사,[가다],"[""한 곳에서 다른 곳으로 장소를 이동하다."",""배, 비행기, 자동차 등이 일정한 곳을 다니다."",""어떤 목적을 가진 모임에 참석하기 위해 이동하다."",""어떤 목적을 가지고 일정한 곳으로 움직이다."",""어떤 단체나 기관에 소속되다."",""특정한 일을 맡아서 하기 위해 다른 곳으로 옮기다."",""물건이나 권리 등이 누구의 소유가 되다."",""관심이나 눈길이 어떤 대상에 끌리다."",""말이나 소식 등이 알려지거나 전해지다."",""어떤 상태나 상황을 향해 나아가다."",""어떤 수준이나 정도에 이르다."",""어느 때가 되거나 어느 곳에 이르다."",""어떤 현상이나 상태가 유지되다."",""어떤 경로를 통해 움직이다."",""어떤 일을 하기 위해서 다른 곳으로 이동하다."",""어떤 곳으로 향하거나 이어지다."",""없어져 보이지 않게 되다."",""일이 진행되다."",""어떤 대상에게 이익이나 손해 등이 생기다."",""건강에 해가 되다."",""어떤 일을 할 때 수고가 많이 들다."",""줄, 주름, 흠집 등이 생기다."",""어떤 것에 대해 생각이나 이해가 되다."",""어떤 대상에 작용하다."",""어떤 대상에 노력이나 힘이 미치다."",""시간이 지나거나 흐르다."",""기계 등이 움직이거나 작동하다."",""상하거나 변질되다."",""때나 얼룩이 잘 지워지다."",""충격이나 다른 것으로부터의 영향으로 정신을 제대로 못 차리게 되다."",""통신이 연결되었다는 신호 소리가 들리다."",""어떤 상태로 계속되다."",""사람이 죽다.""]"
6664,오다,2024-01-04 19:08:00,,Y,"[[""민준아, 그쪽에 자리가 좁으면 이쪽으로 더 와."",""정기적인 건강 검진을 위해 두 달 후에 다시 병원으로 오세요."",""유민이는 빗소리를 듣고 창가로 와서 내리는 비를 바라보았다."",""지수야, 나 지금 도서관에 있으니까 너도 같이 공부하게 도서관으로 와.""],[""우리 회사로 오게 된 신입 사원 여러분들을 환영합니다."",""선배들이 대학에 갓 온 신입생들의 환영 파티를 준비했다."",""민준이가 군대에 갈 나이가 되자 군대에 오라는 통지서가 집으로 배달됐다.""],[""여러 지역에서 이 도시로 오는 기차는 매우 많다."",""오늘은 파도가 심해서 이 섬에 오는 배의 운행이 중단되었습니다."",""서울로 오던 비행기가 안개 때문에 잠시 다른 공항에 내렸다고 한다.""],[""다른 사람의 간식이 나에게 잘못 왔다."",""이 차가 나에게로 온 후부터 계속 고장이 나고 말썽이다."",""엄마는 자신이 원했던 집이 정말 엄마에게 오자 꿈만 같다며 좋아했다.""],[""이 배우는 사람들의 관심이 자신에게 오는 것을 즐긴다."",""그는 강단에 올라서자 사람들의 시선이 그에게 오는 것을 알 수 있었다."",""시끄럽게 떠들던 우리는 문득 모두의 눈총이 우리에게 오고 있는 것을 느꼈다.""],[""그는 하염없이 그녀의 연락이 오기를 기다렸다."",""유럽 여행을 떠난 언니에게서 집으로 엽서가 왔다."",""민준이로부터 오는 편지는 언제나 지수의 기분을 좋게 한다."",""어머니께서는 오빠의 전화가 오자 반가운 목소리로 전화를 받으셨다.""],[""이 시골집에도 드디어 전기가 와서 불을 켤 수 있게 되었다."",""젖은 손으로 콘센트를 만지면 손에 전기가 올 수 있어서 위험하다."",""우리는 농촌의 집집을 돌아다니며 전기가 잘 오도록 수리를 해 드렸다."",""민준이는 손으로 전기가 오는 것을 막기 위해 장갑을 끼고 기계를 고쳤다.""],[""이제 너희에게도 드디어 무대에 설 기회가 온 거야."",""지수는 지금 자신에게 온 행복을 놓치고 싶지 않았다."",""그 사람에게 무슨 좋은 운수가 왔는지 하는 일이 엄청 잘돼.""],[""경찰은 현장을 봐야 누구의 말이 진실인지 감이 올 것 같았다."",""민준이에게 이번 시험에서 좋은 성적이 나올 것만 같은 감이 왔다."",""그의 행동을 보면 그가 나를 아껴 주고 있다는 느낌이 온다.""],[""자, 목적지에 다 왔으니 모두 차에서 내리세요."",""우리는 호텔에 와서 짐부터 풀고 관광할 준비를 했다."",""민준이는 차비가 없어서 학교에서부터 한참을 걸어 집에 왔다.""],[""시끄럽던 교실에 갑자기 침묵이 왔다."",""오랜 전쟁이 끝나고 이곳에도 드디어 평화가 왔다."",""그는 예상치 못하게 그에게 온 혼란에 머리가 어지러웠다.""],[""몇 년 만에 동창회에 온 지수는 몰라보게 예뻐진 모습이었다."",""먼저 졸업식에 오신 많은 여러분들께 감사의 말씀을 전합니다."",""다음 주에 있을 친목회에 못 오는 사람은 제게 미리 연락 바랍니다.""],[""김 씨는 다쳤던 다리에 통증이 오는 것을 느끼고 병원을 찾았다."",""민준이는 의자에 오랜 시간을 앉아 있었더니 허리에 무리가 왔다.""],[""이 계곡은 물의 깊이가 내 무릎까지 온다."",""조카의 키가 쑥쑥 자라서 벌써 내 허리에 온다."",""그날의 유민이는 허벅지까지 오는 짧은 치마를 입고 있었다.""],[""그는 여행 당일에 와서야 부랴부랴 갈 곳을 알아보았다."",""오늘 아침에 와서야 비 때문에 소풍이 취소되었다고 연락이 왔다."",""미리 말도 안 하고 이제 와서 일을 그만두겠다고 하면 어떻게 합니까?""],[""포스터가 왼쪽으로 좀 온 것 같아요."",""지금 그림이 너무 벽 쪽으로 와 있어요."",""지수는 자기 쪽으로 와 있는 액자를 살짝 돌려 놓았다.""],[""올해는 작년보다 보름이나 일찍 더위가 왔다."",""눈이 오기 시작하자 동네 아이들이 하나둘씩 밖으로 나왔다."",""비가 오는 날에는 창이 큰 카페에 앉아 밖을 보며 앉아 있으면 좋겠다.""],[""민준이는 수업 중에 졸음이 오는 것을 참지 못하고 졸았다."",""저 이렇게 있다가는 잠이 올 것만 같으니까 잠깐 산책 좀 하고 올게요.""],[""금방 일주일이 지나고 벌써 일요일이 왔다."",""파릇파릇 돋아나는 새싹들이 봄이 오는 것을 알린다."",""유민이는 새해가 오면 실행할 계획들을 열심히 세우고 있다.""],[""이번 패배는 자만으로부터 온 것이었다."",""뛰어난 실력은 끊임없는 연습으로부터 온다."",""지수의 병은 과도한 업무에서 온 것이 틀림없다.""],[""내 동생의 식성은 분명 아빠에게서 왔을 거야."",""올 여름 유행 패션은 일본으로부터 온 것이다."",""유민이의 버릇은 단짝 친구에게서 온 것이었다."",""옆 동네 아이들이 즐겨 하던 놀이가 우리 동네 아이들에게까지 왔다."",""아이가 할머니 손에서 자라면서 할머니의 말투가 그대로 아이에게 왔다.""],[""눈길을 운전해서 오면서 많이 미끄럽지는 않았어?"",""그들은 한참 동안 구불구불한 산길을 오느라 지친 모양이었다.""],[""나는 작년에도 이곳으로 성묘를 왔었다."",""양로원에 봉사 활동을 온 아이들이 할머니, 할아버지 앞에서 장기 자랑을 선보였다.""]]",동사,[오다],"[""무엇이 다른 곳에서 이곳으로 움직이다."",""직업, 학업 등을 위하여 어떤 곳에 소속되다."",""탈것이 기준이 되는 곳을 향하여 운행하다."",""물건, 권리 등이 누구에게 옮겨지다."",""관심, 눈길 등이 누구에게 쏠리다."",""소식이나 연락 등이 누구에게 전하여지다."",""전기가 통해서 불이 켜지거나 몸에 전하여지다."",""운수나 보람, 기회 등이 나타나다."",""누구에게 무엇이 느껴지거나 떠오르다."",""가고자 하는 곳에 이르다."",""어떤 대상에 어떤 상태가 나타나다."",""어떤 목적이 있는 모임에 참석하기 위해 다른 곳에 있다가 이곳으로 위치를 옮기다."",""건강에 좋지 않은 상태가 나타나다."",""길이나 깊이가 어떤 정도에 이르거나 닿다."",""어떤 때나 시기에 이르다."",""무엇이 어떤 쪽으로 기울어지다."",""비, 눈 등이 내리거나 추위 등이 닥치다."",""병이나 졸음 등이 나타나거나 생기다."",""어떤 때나 계절 등이 닥치다."",""무엇이 어떤 원인 때문에 생기다."",""무엇이 다른 곳에서부터 전하여지다."",""어떤 길을 지나 이쪽으로 움직이다."",""어떤 목적이나 일을 위하여 다른 곳에서 이곳으로 위치를 옮기다.""]"
6665,크다,2024-01-04 19:08:00,2024-01-05 11:50:00,Y,"[[""큰 산."",""몸집이 크다."",""흔히 도톰한 입술과 큰 눈을 가진 여성을 미인이라고 한다.""]]",형용사,[크다],"[""길이, 넓이, 높이, 부피 등이 보통 정도를 넘다.""]"
6667,많다,2024-01-04 19:08:00,,Y,"[[""승규는 장난기가 많은 개구쟁이이다."",""계속되는 폭우로 전국 곳곳에서 피해가 많다."",""그녀는 사회 경험이 많아서 사람을 대하는 기술이 좋다.""]]",형용사,[만ː타],"[""수나 양, 정도 등이 일정한 기준을 넘다.""]"
6668,적다,2024-01-04 19:08:00,2024-01-05 11:49:00,Y,"[[""적은 돈."",""그는 일한 시간에 비해 적은 돈을 받는 자신의 직장이 마음에 들지 않았다."",""나는 말수도 없고 내성적이라 친구가 적었다.""]]",형용사,[적ː따],"[""수나 양, 정도가 일정한 기준에 미치지 못하다.""]"
6666,작다,2024-01-04 19:08:00,,Y,"[[""언니는 작은 키를 크게 보이려고 늘 하이힐을 신는다."",""평생을 작은 시골에서 사신 할머니는 큰 도시에 처음 와 보시고 놀라셨다."",""우리 남편은 체구는 작아도 운동을 해서 몸매가 다부지다."",""예전 집은 평수가 너무 작아서 우리 다섯 식구가 살기에는 너무 좁았다.""],[""주문한 반지가 치수가 작게 나와서 낄 수가 없었다."",""새 구두가 너무 작아서 발뒤꿈치가 아프다."",""아이들은 쑥쑥 자라서 작년에 산 옷이 작았다.""],[""언니는 성격이 소심해서 작은 일에도 쉽게 상처를 받는다."",""일상의 작은 변화들이 쌓이고 쌓이면 삶의 큰 변화들을 이끌어 낸다."",""이번 사업은 규모가 너무 작아서 이득이 많지 않을 것이다."",""내가 다니는 회사는 작지만 기술력이 뛰어나서 경쟁력이 있다.""],[""박 부장은 그릇이 작아서 큰일을 하기 어렵다."",""김 씨는 통이 작아서 사소한 일에도 마음이 쉽게 요동한다.""],[""김 씨는 자신이 없는지 모기 소리만큼 작은 목소리로 대답했다."",""민준이는 내 귀에 작게 속삭이듯 말했다."",""회의 때마다 김 대리의 목소리는 너무 작아서 알아 들을 수가 없다.""],[""김 의원은 정치인들 중 기부 액수가 가장 작았다."",""우리 집이 가난했던 시절에는 천원도 작은 돈이 아니었다.""],[""이번 사건은 작게는 가정 문제이지만 나아가서는 사회 문제이기도 하다."",""정신 질환은 작게는 사소한 불안증에서부터 심각한 공황 장애까지 그 종류가 다양하다."",""선수들의 기록은 작게는 개인의 명예로부터 시작해 크게는 국가적인 명예가 되기도 한다.""]]",형용사,[작ː따],"[""길이, 넓이, 부피 등이 다른 것이나 보통보다 덜하다."",""정해진 크기에 모자라서 맞지 아니하다."",""일의 규모, 범위, 정도, 중요성 등이 다른 것이나 보통 수준에 미치지 못하다."",""사람됨이나 생각 등이 좁고 훌륭하지 않다."",""소리가 낮거나 약하다."",""돈의 액수가 적거나 단위가 낮다."",""'범위를 좁혀서 보거나 생각한다면'의 뜻을 나타내는 말.""]"
6669,가깝다,2024-01-04 19:08:00,,Y,"[[""시민들이 환승하기 편하도록 지하철역에서 가까운 곳에 버스 정류장이 들어섰다."",""약국은 내가 입원해 있는 병원에서 가까웠다."",""그의 집과 우리 집은 걸어서 오 분밖에 걸리지 않을 정도로 가까워서 우리는 자주 만났다.""],[""지수와 나는 서로의 비밀을 모두 알 정도로 가까운 사이이다."",""사람들은 내가 그와 가깝게 지내는 것을 못마땅하게 생각하는 것 같았다.""],[""나는 내 재산의 절반에 가까운 돈을 아들에게 주었다."",""강의실 안에는 이백 명에 가까울 정도로 많은 학생들이 앉아있었다."",""승규의 키는 180cm에 가까웠다.""],[""최고급 포도주를 만드는 데에는 작고 검은색에 가까운 포도 알이 사용된다."",""사실 그가 하는 공부란 것은 경영학이라기보다 경제학에 더 가까운 것이었다."",""그 가수의 공연은 완벽에 가까웠다.""],[""둘은 가까운 장래에 함께 유학을 가기로 약속했다."",""그는 가까운 시일 내로 결혼을 할 것이라고 말했다.""],[""나는 부모도 없고, 가까운 친척도 없이 외롭게 자랐다."",""어머니는 아무리 가까운 친척이라도 함부로 돈거래를 해서는 안 된다고 하셨다.""]]",형용사,[가깝따],"[""어느 한 곳에서 멀리 떨어져 있지 않다."",""서로 친하다."",""어떤 수치에 거의 미치다."",""어떤 것과 성질이나 상태가 거의 비슷하다."",""시간적으로 멀지 않다."",""촌수가 멀지 않다.""]"
6670,멀다,2024-01-04 19:08:00,2024-01-05 20:06:00,Y,"[[""두 사람은 멀게 떨어져서 공을 주고받으며 놀고 있었다."",""우리 집은 회사와 아주 멀어서 길이라도 막히면 꼭 지각을 하곤 한다."",""그들은 배가 보이지 않을 정도로 꽤 먼 바다까지 나가 고기를 잡아 왔다.""]]",형용사,[멀ː다],"[""두 곳 사이의 떨어진 거리가 길다.""]"
6671,재미있다,2024-01-04 19:08:00,,Y,"[[""수학자 아버지께 어렵고 복잡한 수학 이론서는 가장 재미있는 책이다."",""우주 비행사가 꿈인 승규는 공상 과학 영화를 매우 재미있게 보았다.""]]",형용사,[재미읻따],"[""즐겁고 유쾌한 느낌이 있다.""]"
6672,재미없다,2024-01-04 19:08:00,,Y,"[[""이렇게 지루하고 재미없는 영화는 처음이다."",""아들은 아침마다 학교가 재미없다며 가기 싫다고 한다.""],[""그는 자기 말대로 하지 않으면 재미없다며 협박했다."",""내 부탁을 거절하면 재미없다는 걸 잊지 마."",""내일까지 빌린 돈을 갚지 않으면 재미없을 줄 알아.""]]",형용사,[재미업따],"[""즐겁고 유쾌한 느낌이 없다."",""좋지 않거나 해로운 일이 생기다.""]"
6680,주스,2024-01-04 19:08:00,,Y,"[[""그는 커피는 건강에 해롭다며 종업원에게 오렌지 주스 한 잔을 주문했다."",""목이 말랐던 아이들은 냉장고에서 시원한 주스를 꺼내 한 컵 따라 마셨다."",""나는 건강을 위해 매일 아침 싱싱한 채소를 갈아 만든 주스를 한 잔씩 마신다.""]]",명사,[주스],"[""과일이나 채소에서 짜낸 즙. 또는 그것으로 만든 음료.""]"
6681,(마시는)차,2024-01-04 19:08:00,2024-01-05 20:03:00,Y,"[[""손님이 올 테니 차를 준비해라."",""요즘 저는 커피 대신 차를 마시고 있어요."",""우리는 따뜻한 차로 얼어붙은 몸을 녹였다.""]]",명사,[차],"[""좋은 향기나 맛이 있는 식물의 잎이나 뿌리, 열매 등을 달이거나 우려서 만든 마실 것.""]"
6682,마시다,2024-01-04 19:08:00,,Y,"[[""두 사람은 카페에서 차를 마시며 이야기를 나눴다."",""아이는 물 한 잔을 벌컥벌컥 마시고 다시 밖으로 나갔다.""],[""면접을 앞둔 지수는 긴장을 풀기 위해 숨을 깊이 마셨다."",""응급실에 유독 가스를 마시고 정신을 잃은 사람이 실려 왔다.""]]",동사,[마시다],"[""물 등의 액체를 목구멍으로 넘어가게 하다."",""공기 등의 기체나 냄새를 입이나 코로 들이쉬다.""]"
6683,농구,2024-01-04 19:08:00,,Y,"[[""보통 키가 큰 사람들이 농구를 할 때 유리하다."",""내가 좋아하는 농구 선수가 오늘 경기에서 삼십 점을 득점했다.""]]",명사,[농구],"[""다섯 사람씩 두 팀이 하며, 상대방의 바스켓에 공을 많이 넣으면 이기는 경기.""]"
6684,축구,2024-01-04 19:08:00,2024-01-05 20:02:00,Y,"[[""지역 축구 본선이 있는 날 아침부터 축구 팬들이 경기장을 가득 채웠다."",""남동생은 집에 오자마자 친구들과 축구를 하고 오겠다며 공을 들고 나갔다."",""승규는 축구를 너무 좋아해서 앞으로 국가 대표 축구 선수가 되는 것이 꿈이다.""]]",명사,[축꾸],"[""11명이 한 팀이 되어 주로 발이나 머리를 사용해 상대편의 골에 공을 많이 넣으면 이기는""]"
