no,word,created_at,updated_at,use,example,part_of_speech,pronunciation,mean
5496,안녕히 계세요,2024-01-04 19:03:00,,Y,,,,
5497,안녕히 가세요,2024-01-04 19:03:00,,Y,,,,
5494,안녕하세요?,2024-01-04 19:03:00,,Y,,,,
5495,만나서 반가워요,2024-01-04 19:03:00,,Y,,,,
5498,잘 있어요,2024-01-04 19:04:00,,Y,,,,
5499,잘 가요,2024-01-04 19:04:00,,Y,,,,
5500,다음에 또 만나요,2024-01-04 19:04:00,,Y,,,,
5501,잘 부탁드려요,2024-01-04 19:04:00,,Y,,,,
5502,중국,2024-01-04 19:04:00,,Y,,명사,[중국],"[""아시아 동부에 있는 나라. 세계 최대의 인구와 광대한 영토를 가진 사회주의 국가이다. 주요 언어는 중국어이고 수도는 베이징이다.""]"
5503,베트남,2024-01-04 19:04:00,,Y,,명사,[베트남],"[""동남아시아의 인도차이나반도 동쪽에 있는 나라. 제이 차 세계 대전 이후 남과 북으로 분리되었다가 전쟁 끝에 1975년 사회주의 국가로 통일되었다. 주요 생산물로는 쌀, 철광석 등이 있다. 공용어는 베트남어이고 수도는 하노이이다.""]"
5504,일본,2024-01-04 19:04:00,,Y,,명사,[일본],"[""아시아 대륙 동쪽에 있는 섬나라. 공업, 전자 산업이 발달하였고 경제 수준이 높다. 주요 언어는 일본어이고 수도는 도쿄이다.""]"
5505,필리핀,2024-01-04 19:04:00,,Y,,명사,[필리핀],"[""아시아 남동쪽의 서태평양에 있는 섬나라. 약 칠천여 개의 섬으로 이루어졌으며 지진과 화산 활동이 자주 일어난다. 주요 언어는 타갈로그어와 영어이고 수도는 마닐라이다.""]"
5506,키르기스스탄,2024-01-04 19:04:00,,Y,,,,
5507,캄보디아,2024-01-04 19:04:00,,Y,,명사,[캄보디아],"[""동남아시아 인도차이나반도의 남서부에 있는 나라. 주산업은 농업으로, 쌀과 고무 등이 많이 난다. 공용어는 크메르어이고 수도는 프놈펜이다.""]"
5508,캐나다,2024-01-04 19:04:00,,Y,,명사,[캐나다],"[""북아메리카 대륙의 북부에 있는 나라. 러시아에 이어 세계에서 두 번째로 넓은 나라로 공업과 수산업이 발달했으며, 주요 생산물로는 밀, 금, 구리, 아연 등이 있다. 공용어는 영어와 프랑스어이고 수도는 오타와이다.""]"
5509,몽골,2024-01-04 19:04:00,,Y,,명사,[몽골],"[""만주의 서쪽이자 시베리아의 남쪽에 있는 지역. 칭기즈 칸이 13세기 초 중국 본토의 북쪽에 세운 몽골 제국이 있던 곳으로 청나라 때 외몽골과 내몽골로 나누어졌다. 북쪽으로는 러시아, 남쪽으로는 중국과 맞닿아 있다."",""중앙아시아 내륙에 있는 나라. 농업과 목축업이 발달하였고 주요 생산물로는 양모 등 있다. 주요 언어는 몽골어이고 수도는 울란바토르이다.""]"
5510,태국,2024-01-04 19:04:00,,Y,,명사,[태국],"[""동남아시아의 인도차이나반도에 있는 나라. ‘타이’를 한국식 한자음으로 읽은 이름이다.""]"
5511,미국,2024-01-04 19:04:00,,Y,,명사,[미국],"[""북아메리카 대륙의 중앙에 있는 나라. 한국의 주요 교역국이자 국제 정치와 경제에서 중요한 위치를 차지하고 있다. 공용어는 영어이고 수도는 워싱턴이다.""]"
5512,대만,2024-01-04 19:04:00,,Y,,명사,[대만],"[""중국 대륙의 남동 해안에 있는 섬. ‘타이완’을 한국식 한자음으로 읽은 이름이다.""]"
5513,우즈베키스탄,2024-01-04 19:04:00,,Y,,명사,[우즈베키스탄],"[""중앙아시아에 있는 나라. 관개 농업이 발달하였으며 주요 생산물은 목화이다. 주민 대부분이 이슬람교도이다. 공용어는 우즈베크어이고 수도는 타슈켄트이다.""]"
5514,카자흐스탄,2024-01-04 19:04:00,,Y,,명사,[카자흐스탄],"[""중앙 아시아에 있는 나라. 건조한 기후로 수목이 자랄 수 없어 전통적으로 유목이 발달했다. 주요 생산물로는 석탄, 석유, 구리 등이 있다. 주요 언어는 카자흐어와 러시아어이고 수도는 아스타나이다.""]"
5515,한국,2024-01-04 19:04:00,,Y,,명사,[한ː국],"[""아시아 대륙의 동쪽에 있는 나라. 한반도와 그 부속 섬들로 이루어져 있으며, 대한민국이라고도 부른다. 1950년에 일어난 육이오 전쟁 이후 휴전선을 사이에 두고 국토가 둘로 나뉘었다. 언어는 한국어이고, 수도는 서울이다.""]"
5516,호주,2024-01-04 19:04:00,2024-01-05 11:13:00,Y,,명사,[호ː주],"[""오세아니아 대륙의 대부분을 차지하고 있는 나라. &lsquo;오스트레일리아&rsquo;의 다른 이름이다.""]"
5517,러시아,2024-01-04 19:04:00,,Y,,명사,[러시아],"[""유럽의 동부와 시베리아에 걸쳐 있는 나라. 세계에서 가장 넓은 나라로 북쪽으로는 북극해, 동쪽으로는 태평양과 접해 있다. 공용어는 러시아어이고 수도는 모스크바이다.""]"
5598,앉다,2024-01-04 19:04:00,,Y,"[[""소파에 앉으신 아버지께서 텔레비전을 시청하고 계신다."",""어머니는 아이에게 손님이 앉을 방석을 내오라고 시켰다."",""선생님이 교실에 들어오자 아이들은 모두 제자리에 앉았다."",""소풍을 온 유치원생들이 풀밭에 앉아 도시락을 까서 먹는다.""],[""아침에 새가 나뭇가지에 앉아 노래를 한다."",""노란 나비가 꽃에 잠시 앉았다가 하늘로 날아갔다."",""농부는 곡식 주변에 앉은 참새들을 훠이 쫓아 버렸다.""],[""이 사랑방은 남향으로 앉아 있어서 햇볕이 잘 든다."",""동일 업종의 두 가게가 마주보고 앉아서 서로 경쟁을 한다.""],[""그 국회 의원은 대통령의 임명을 받아 높은 관직에 앉게 되었다."",""이번에 사장 자리에 앉은 사람은 삼십 대의 젊은 청년이다.""],[""오래된 폐가에는 낡은 벽지와 곰팡이가 앉은 장판이 있었다."",""얼마나 청소를 안 했던지 서랍장 위에 뽀얀 먼지가 가득 앉아 있었다.""],[""유민은 기름때가 앉은 프라이팬을 수세미로 문질러 닦았다."",""어머니는 소맷자락에 새까만 때가 가득 앉은 더러운 셔츠를 빨래하셨다.""],[""큰 충격을 받은 민준은 며칠째 넋 놓고 앉아 있다."",""장군은 속수무책으로 앉아서 당할 수는 없다며 당장 반격하러 가자고 소리쳤다.""]]",동사,[안따],"[""윗몸을 바로 한 상태에서 엉덩이에 몸무게를 실어 다른 물건이나 바닥에 몸을 올려놓다."",""날아다니는 동물이나 비행기 등이 일정한 곳에 내려 자기 몸을 다른 물건 위에 놓다."",""건물이나 집 등이 일정한 방향이나 장소에 자리를 잡다."",""어떤 지위나 자리를 차지하다."",""공기 중의 먼지와 같은 작은 것이 다른 물건 위에 내려 쌓이다."",""어떤 것이 물체 위에 덮이거나 끼다."",""어떤 일에 적극적으로 나서지 않고 가만히 있다.""]"
5601,들어오다,2024-01-04 19:04:00,,Y,"[[""창문을 열자 시원한 바람이 방 안으로 들어왔다."",""작은 고양이 한 마리가 나를 따라서 우리 집 대문 안으로 들어왔다."",""봉사 활동을 끝내고 교실로 들어오는 아이들의 표정은 더없이 밝았다.""],[""우리는 결혼식에서 들어온 축의금을 고아원에 기부하기로 했다."",""승규는 직장을 옮기고 나서부터 더 많은 돈이 들어오게 되었다.""],[""이 제도가 학교 교육에 들어오면서 교육의 질이 한층 높아졌다."",""근대의 사상이 우리나라에 들어온 이후 외적으로 많은 것이 바뀌게 되었다.""],[""이제 우리 마을에도 인터넷이 들어오게 되었다."",""깊은 산골 마을인 이곳에는 얼마 전까지도 전화가 들어오지 않았다.""],[""오늘 회의에서는 새로 들어온 팀원을 소개했다."",""나는 대학에 들어온 뒤부터 공부에 흥미를 느끼기 시작했다.""],[""영화가 후반부에 들어오면서 긴장감이 사라졌다."",""유민이는 4학년에 들어오니 졸업을 앞두고 앞으로의 일이 걱정되었다."",""오늘 경기에서 상위권에 들어온 선수들은 내일 다시 경기를 펼치게 된다.""],[""이대로라면 그 물건은 곧 우리에게 들어오게 될 것이다."",""그 회사가 우리 그룹에 들어오면 우리 그룹의 입지는 더욱 굳건해질 것이다.""],[""어렸을 때 엄마가 들려 주신 옛날이야기는 귀에 쏙쏙 들어왔다."",""우리 선생님의 재미있는 설명을 들으면 어려운 내용도 머리에 잘 들어온다.""],[""이번 방송은 청취자들로부터 들어온 사연들로 구성하였다."",""오늘 오후에 담당자로부터 처리 결과 보고가 들어오면 바로 확인해 주세요.""]]",동사,[드러오다],"[""어떤 범위의 밖에서 안으로 이동하다."",""수입 등이 생기다."",""사상, 문화, 기술 등이 외부로부터 안으로 전해지다."",""전기나 수도 등의 시설이 설치되거나 공급되다."",""어떤 단체의 구성원이 되다."",""어떤 범위나 기준 안에 포함되다."",""어떤 것이 다른 사람이나 단체 등에 전해지거나 소유되다."",""어떤 내용이 이해되어 기억에 남다."",""소식, 소문, 요구 등이 알려지거나 전해지다.""]"
5518,일,2024-01-04 19:04:00,2024-01-05 14:25:00,Y,"[[""일에 일을 더하면 이가 된다."",""아이는 손가락을 펴며 일부터 십까지 수를 세었다.""]]",수사,[일],"[""수를 셀 때 제일 처음 수.""]"
5519,이,2024-01-04 19:04:00,2024-01-05 14:25:00,Y,"[[""일에 이를 더하면 삼이다."",""동생은 손가락 두 개를 펴며 이라고 말했다.""]]",수사,[이ː],"[""일에 일을 더한 수.""]"
5603,발표하다,2024-01-04 19:04:00,,Y,"[[""이 작가가 유명해진 것은 한 잡지에 소설을 발표한 후부터이다."",""박 대표는 임원 회의에서 올해의 회사 운영 계획에 대해 발표했다."",""선생님께서는 학생들에게 매주 책을 읽고 독후감을 써 온 뒤 발표하게 하셨다."",""김 형사는 지금까지의 사건 조사 결과를 발표하고 앞으로의 진행 방향에 대해 이야기했다.""]]",동사,[발표하다],"[""어떤 사실이나 결과, 작품 등을 세상에 드러내어 널리 알리다.""]"
5605,시작하다,2024-01-04 19:04:00,,Y,"[[""벼락이 치더니 비가 폭포처럼 쏟아지기 시작한다."",""사랑은 시작할 때는 아름답지만 끝나면 허무해진다."",""승규는 면접관들을 보자 갑자기 긴장이 되기 시작했다."",""여러분, 좋은 아침이에요. 그럼 오늘 수업을 시작할게요.""],[""그는 재미로 시작한 블로그가 인기를 끌어 큰 돈을 벌게 되었다."",""그녀는 우연히 영화에 출연하게 되면서 단역으로 방송 생활을 시작했다."",""처음 스무 명에서 시작한 작은 모임이 이제는 이백 명이 넘는 큰 단체가 되었다."",""백만 원으로 사업을 시작했지만 사업 규모가 점점 커져 지금은 월 매출이 일 억이 넘는다.""]]",동사,[시ː자카다],"[""어떤 일이나 행동의 처음 단계를 이루거나 이루게 하다."",""어떤 일이나 행동이 어떤 사건이나 장소에서 처음으로 생기다. 또는 생기게 하다.""]"
5606,끝나다,2024-01-04 19:04:00,,Y,"[[""영화가 끝나자 극장의 불이 다시 환하게 켜졌다."",""여자는 남자의 말이 끝나기도 전에 자리에서 일어났다."",""경기가 끝난 후 지친 선수들이 모두 운동장에 주저앉았다."",""학생들은 수업이 끝나면 도서관에 가거나 집으로 돌아간다.""],[""겨울이 끝나고 봄이 와 아름다운 새싹들이 들판에 나오기 시작했다."",""점심시간이 끝나면 아이들은 오후 한 시부터 두 시까지 보통 낮잠을 잔다.""],[""숲이 끝나는 저 멀리에 활주로가 놓여 있었다."",""길이 끝나서 더 이상 갈 곳이 없다고 생각했는데, 아주 작은 골목길로 길은 계속 이어져 있었다.""],[""선배는 매일 학교가 끝나기가 무섭게 아르바이트를 하러 간다."",""아이는 학교가 끝나면 미술 학원에, 미술 학원이 끝나면 영어 학원에 간다.""],[""하루 종일 울리지 않는 전화기를 보며 그와 정말 끝났다는 사실을 실감할 수 있었다."",""동생은 이제 남자 친구와 완전히 끝났다며 멋있는 남자가 있으면 소개해 달라고 했다.""],[""계속 노력해 보고 싶은 네 마음은 잘 알겠지만 이제 다 끝났으니까 그만 해."",""결혼 얘기는 끝난 거니까 더 이상 그 이야기로 마음 아프게 하지 마세요.""],[""군인이 총을 못 잡는다면 그걸로 끝난 거지, 뭐."",""단골손님들마저 끊기면 우리 가게는 정말 끝나는 거다."",""사람들이 다 떠나고 세 집만 남다니, 이제 우리 마을도 끝났구나.""],[""한글 자음은 'ㄱ'으로 시작해서 'ㅎ'으로 끝난다."",""나는 홀수로 끝나는 숫자보다 짝수로 끝나는 숫자를 더 좋아한다.""]]",동사,[끈나다],"[""일이 마지막까지 이루어지다."",""정해진 기간이 모두 지나가다."",""어떤 곳이 더 이상 이어지지 않다."",""학교나 회사 등에서 그날 맡은 일이 다 이루어지다."",""관계가 더 이상 이어지지 않다."",""더 이상 할 필요가 없을 만큼 이야기나 일이 잘 안되다."",""더 이상 희망이 없게 되다."",""무엇이 무엇으로 끝을 이루다.""]"
5607,수업,2024-01-04 19:04:00,,Y,"[[""그녀는 연기자가 되기 위해 배우 수업을 받고 있다."",""진정한 작가가 되기 위해 다년간 수업을 하는 것은 쉽지 않은 일이다.""]]",명사,[수업],"[""학문이나 기술을 배우고 익힘.""]"
5610,꽃집,2024-01-04 19:04:00,,Y,"[[""그는 그녀를 만나러 가기 전에 꽃집에 들러 예쁜 꽃다발을 하나 샀다."",""꽃집 주인인 그는 매일 아침 일찍 꽃 시장에 가서 싱싱하고 예쁜 꽃들을 들여온다.""]]",명사,[꼳찝],"[""꽃이나 화초 등의 식물을 파는 가게.""]"
5611,빵집,2024-01-04 19:04:00,,Y,"[[""우리는 너무 배가 고파서 일단 빵집으로 들어갔다."",""빵집 주인은 이른 아침부터 온갖 종류의 빵을 구워 냈다.""]]",명사,[빵찝],"[""빵을 만들어 파는 가게.""]"
5602,나가다,2024-01-04 19:04:00,,Y,"[[""서울을 조금만 나가도 한적한 곳이 많다."",""나는 집을 나가다가 지갑을 두고 온 것이 생각났다."",""쉬는 시간 종이 울리자 아이들이 정신없이 복도로 나갔다.""],[""우리는 무대를 좀 더 잘 보기 위해 앞자리로 나갔다."",""수업이 시작되자 한 학생이 강의실 앞에 나가서 발표를 시작했다."",""한 남자가 갑자기 행렬의 맨 앞으로 나가더니 사람들을 향해 소리쳤다.""],[""이 가방은 백화점으로 나가는 상품입니다."",""그의 책이 서점에 나가자 단번에 베스트셀러가 되었다."",""한 자동차 회사가 이미 시장에 나간 자동차에서 문제를 발견하고 다시 회수 조치를 했다.""],[""그들의 노래가 방송으로 나가고 나서 폭발적인 반응을 얻고 있다."",""유명 연예인의 도박 사실이 뉴스로 나간 뒤로 그의 인기가 급속히 떨어졌다."",""이 광고가 텔레비전에 나가기 시작하면 분명 제품의 선호도가 올라갈 것입니다."",""지수는 우연히 방송에 나간 적이 있었는데 그 후로 연예인이 되겠다고 마음먹었다.""],[""이건 비밀이니까 너만 알고 절대 밖으로 나가지 않게 조심해."",""회사에서는 새로 개발하고 있는 기술이 외부로 나갈 수 없게 각별히 신경을 쓰고 있다.""],[""너도 이제 성인이 되었으니 시골에서 벗어나 도시로 나가거라."",""나는 학교를 졸업하고 사회로 나간다는 것이 떨리면서도 두려웠다."",""민준이는 우리의 걱정과 달리 외국에 나가서도 모든 일을 잘 해냈다.""],[""아버지께서는 이십 년을 나가던 직장을 그만두시고 새로운 일을 시작하셨다."",""그는 자신의 정확한 직업을 이야기하지 않고 그냥 연구원에 나가는 사람이라고만 소개했다.""],[""정 작가가 특별 강연을 위해 대학에 나갔다."",""우리는 오랜만에 시내를 나가 쇼핑을 즐겼다."",""나는 할머니를 마중하러 버스 정류장에 나갔다."",""김 감독은 촬영 장소를 찾기 위해 지방에 나가 많은 곳을 돌아다녔다.""],[""지수는 피아노 콩쿠르에 나간다며 열심히 연습을 하고 있다."",""우리 반이 교육청 주최 합창 대회에서 일 등을 하고 전국 대회에 나가게 되었다."",""오랜만에 친구들과의 모임에 나가는 엄마는 어린아이처럼 즐거운 모습이었다.""],[""민준이는 회사에서 나가 사업을 시작했다."",""오빠가 독립을 하겠다며 집을 나간 지도 벌써 삼 년이 지났다."",""나는 내일이면 몇 년을 다닌 학교를 나가 이제 새로운 사회로 들어가게 된다.""],[""네가 그렇게 모호한 태도로 나가니까 상대방이 오해를 하지."",""너무 강하게만 나가면 안 되고 때로는 주장을 굽힐 필요도 있다."",""잘못을 한 사람이 적반하장의 태도로 나가자 그는 화가 날 수밖에 없었다.""],[""지수의 체중은 팔십 킬로그램이나 나간다."",""명절을 맞아 과일이 모두 비싸게 나가고 있다."",""민준이가 살 집을 구하기 위해 집값이 얼마나 나가는지 알아보러 다녔다.""],[""내가 번 돈은 주로 생활비로 나간다."",""가게를 운영하는 데에 기본적으로 나가는 유지비가 만만치 않다."",""직원들에게 이번 달 월급이 나가야 하는데 회사에서 아직 정산이 되지 않았다.""],[""가방 끈이 못에 걸리면서 가방이 나가고 말았다."",""길을 걷다가 돌에 걸려서 새로 산 구두가 나가 버렸다."",""아침에 옷을 다 입고 스타킹을 신는데 스타킹이 나가서 갈아 신어야 했다.""],[""무거운 물건을 잘못 들어서 손목이 나가고 말았다."",""장난감 트럭을 바닥에 떨어뜨렸더니 바퀴가 나갔다."",""갑자기 의자 다리 하나가 나가는 바람에 의자에 앉아 있던 승규가 뒤로 넘어졌다.""],[""어머니께서 쓰러지시자 누나는 충격으로 정신이 반쯤 나갔다."",""멍하니 허공을 바라보고 있는 그는 마치 넋이 나간 사람 같았다."",""김 씨는 혼이 나간 사람처럼 실실 웃다가 엉엉 울다가를 반복했다.""],[""감기가 나가야 기침이 멎을 텐데."",""감기에 걸린 지 두 주일 만에야 감기가 나갔다."",""올해 겨울에는 감기가 좀처럼 나가질 않아서 고생했다.""],[""요즘은 월세보다 전세가 잘 나가요."",""이 상가는 조건이 좋아서 내놓기만 하면 금세 나갈 겁니다."",""내가 마음에 들어 하는 집은 이미 다 나간 상태여서 집을 구하기가 쉽지 않다.""],[""정전으로 모든 등이 한 번에 나갔다."",""갑자기 전기가 나가는 바람에 컴퓨터가 꺼졌다.""],[""이 톱이 새로 산 톱이라 그런지 아주 잘 나간다."",""대패가 안 나가는 걸 보니 날이 무뎌졌나 보다."",""이 조각칼은 잘 나가니까 손을 다치지 않게 조심해서 다루렴.""],[""요즘은 기능이 많은 휴대폰이 잘 나간다."",""올해는 붉은 색상의 옷들이 유행이라 잘 나간다고 한다."",""이 컴퓨터가 우리 매장에서 제일 많이 나가는 상품이다.""],[""우리는 밤마다 한강으로 운동을 나가기로 했다."",""나는 남편과 집 근처 공원으로 구경을 나갔다."",""아이들이 오랜만에 나들이를 나갈 생각에 들떠 있는 모습이다.""],[""엄마는 드디어 집을 마련해 전세를 나가게 된 게 꿈만 같다고 하셨다."",""시부모님을 모시고 살던 친구가 따로 살림을 나간다고 연락을 해 왔다."",""나는 태어났을 때부터 살던 집에서 이사를 나가게 되자 아쉬운 마음이 들었다.""],[""선생님은 학생들을 위해 일부러 진도를 느리게 나갔다."",""오늘 수업은 여기까지 나가고 나머지는 내일 하도록 할게요."",""벌써 공사가 반 이상 나가서 건물의 윤곽이 잡히기 시작했다.""]]",동사,[나가다],"[""어떤 지역이나 공간의 안에서 밖으로 이동하다."",""앞쪽으로 움직이다."",""물건 등이 만들어져 사회에 퍼지다."",""언론 매체를 통해 무엇이 드러나거나 알려지다."",""말이나 사실, 소문 등이 알려지다."",""새로운 곳이나 영역 등에서 활동을 시작하다."",""일정한 곳에 일하러 다니다."",""목적이 있어서 어떤 곳에 가다."",""모임에 참여하거나, 운동 경기에 출전하거나, 선거 등에 후보자로 나서다."",""어떤 지역이나 공간, 또는 속해 있던 곳을 떠나거나 벗어나다."",""어떤 행동이나 태도를 취하다."",""값이나 무게 등이 어떤 정도에 이르다."",""돈이나 물건 등이 지급되거나 지출되다."",""옷이나 신, 양말 등이 닳거나 찢어지다."",""사물 등이 부서지거나 신체의 일부를 다치다."",""의식이나 정신이 없어지다."",""감기 등의 병이 낫다."",""내놓은 집이나 방 등이 계약이 이루어지다."",""전기가 들어오지 않거나 전깃불이 꺼지다."",""날이 달린 물건이 잘 먹거나 들다."",""물건이 잘 팔리다."",""어떤 일을 하러 가다."",""살던 곳에서 다른 곳으로 이사를 하다."",""일이 어느 정도 진행되다.""]"
5604,운동하다,2024-01-04 19:04:00,,Y,"[[""우리는 모여서 이야기를 나누며 가볍게 운동했다."",""주말 아침마다 부모님과 함께 공원에서 운동하는 것은 즐거운 일이다."",""몸이 약했던 지수는 규칙적으로 운동하는 습관을 들였더니 건강이 좋아졌다.""],[""이곳에 운동하러 온 사람들은 모두 저마다의 문제의식을 가지고 있다."",""저쪽에서부터 환경 보존을 위해 운동하며 행진하는 사람들이 몰려온다."",""운동하는 사람들의 감정이 고조되는 것처럼 보이자 경찰들이 제지에 나섰다.""],[""이 선수는 운동할 때의 표정이 어느 때보다 훨씬 즐거워 보인다."",""승부와 상관없이 즐겁게 운동하는 아이들을 보니 미소가 절로 난다."",""유민이가 운동하는 모습을 본 선생님이 유민이의 재능을 알아보았다."",""어떤 종목이든 최선을 다해 운동하는 선수들을 보면 나를 되돌아보게 된다.""],[""우주의 수많은 별들이 정해진 궤도에서 꾸준히 운동한다."",""우리는 느끼지 못하지만 지구는 끊임없이 태양 주위를 운동하고 있다.""]]",동사,[운ː동하다],"[""몸을 단련하거나 건강을 위하여 몸을 움직이다."",""어떤 목적을 이루기 위한 활동을 하다."",""정해진 규칙과 방법에 따라 몸을 움직여 능력이나 기술을 겨루다."",""물체가 시간의 흐름에 따라 어떤 활동을 하거나 움직이다.""]"
5612,편의점,2024-01-04 19:04:00,,Y,"[[""우리 동네 편의점에는 안 파는 물건이 없다."",""나는 퇴근길에 편의점에 들러서 간식을 샀다."",""승규는 자정부터 아침까지 편의점에서 아르바이트를 한다.""]]",명사,[펴늬점/펴니점],"[""하루 24시간 내내 문을 열고 간단한 생활필수품 등을 파는 가게.""]"
5613,슈퍼마켓,2024-01-04 19:04:00,,Y,"[[""사람들이 입구에 있는 바구니를 하나씩 집어 들고 슈퍼마켓 안으로 들어갔다."",""나는 일주일 동안 먹을 식료품을 사러 토요일마다 슈퍼마켓에 간다.""]]",명사,[슈퍼마켓],"[""먹을거리와 생활에 필요한 물품 등을 모두 갖추어 놓고 파는 큰 가게.""]"
5614,약국,2024-01-04 19:04:00,,Y,"[[""친구는 몸이 약해서 병원과 약국에 자주 다녔다."",""나는 머리가 아파서 약국에서 두통약을 사 먹었다.""]]",명사,[약꾹],"[""약사가 약을 만들거나 파는 곳.""]"
5615,문구점,2024-01-04 19:04:00,,Y,"[[""우리 어머니는 초등학교 앞에서 문구점을 운영하신다."",""아이는 문구점에서 미술 시간에 쓸 스케치북을 샀다."",""김 대리는 문구점에 가서 볼펜, 샤프 등 필기도구를 구입하였다.""]]",명사,[문구점],"[""종이, 연필, 지우개 등의 공부를 하거나 사무를 보는 데에 필요한 물건들을 파는 가게.""]"
5616,분식집,2024-01-04 19:04:00,,Y,"[[""우리는 분식집에 들러 따뜻한 우동 한 그릇을 먹었다."",""초등학교 앞에 있는 분식집에서 파는 떡볶이는 아이들 입맛에 맞게 달달한 맛이 났다.""]]",명사,[분식찝],"[""김밥, 떡볶이, 라면 등 간단하게 먹을 수 있는 음식을 파는 가게.""]"
5617,서점,2024-01-04 19:04:00,,Y,"[[""학생들은 학교 앞 서점에서 참고서를 사 가지고 등교하였다."",""지수는 집에 가다가 서점에 들러 신간 서적을 둘러보았다.""]]",명사,[서점],"[""책을 파는 가게.""]"
5618,빨간(색),2024-01-04 19:04:00,,Y,,,,
5619,노란(색),2024-01-04 19:04:00,,Y,,,,
5620,파란(색),2024-01-04 19:04:00,2024-01-05 20:23:00,Y,"[[""옅은 파란색."",""가을이 되니 하늘은 한층 깨끗하고 맑은 파란색을 띤다."",""나는 파란색 크레파스로 바다 부분에 색을 칠해 그림을 완성했다.""]]",명사,[파란],"[""맑은 하늘이나 바다처럼 밝고 선명한 푸른색.""]"
5621,하얀(색),2024-01-04 19:04:00,,Y,,,,
5622,까만(색),2024-01-04 19:04:00,,Y,,,,
5623,초록(색),2024-01-04 19:04:00,2024-01-05 20:24:00,Y,"[[""초록 뜰."",""한여름의 나뭇잎의 색은 정말 짙은 초록이다."",""신호등에 초록 불이 들어오자 차들은 다시 달리기 시작했다.""]]",명사,[초록],"[""파랑과 노랑의 중간색으로 풀과 같은 푸른 빛을 띠는 색.""]"
5608,시간,2024-01-04 19:04:00,,Y,"[[""아버지는 은퇴 후 정원을 가꾸면서 시간을 보냈다."",""하루하루는 우리 모두에게 너무도 소중한 시간이다."",""여행을 하면서 보낸 여름 방학은 나에게 의미 있는 시간이었다.""],[""지수는 무슨 일을 하든 정해진 시간을 정확하게 지킨다."",""비행기가 도착한 것은 오후 4시를 조금 넘긴 시간이었다."",""내 방의 시계는 깨졌지만 언제나 정확한 시간을 가리킨다."",""기차가 출발할 시간이 되자 승강장에 사람들이 몰려들었다.""],[""승규는 며칠 시간을 내서 고향에 다녀올 생각이다."",""바쁘신 가운데 회의에 참석하기 위해 시간을 내 주셔서 감사합니다."",""나는 이번 주말에 오랜만에 시간이 나서 백화점에 쇼핑을 하러 갔다.""],[""학생들은 쉬는 시간마다 매점에 가서 군것질을 했다."",""선생님은 수업 시간에 조는 학생들을 호되게 야단치셨다."",""우리 회사의 근무 시간은 아침 9시부터 오후 5시까지이다.""],[""시간이 지나면 죽은 사람들은 모두 잊히기 마련이다."",""승규는 자기가 부자가 되는 게 시간 문제라고 큰소리를 쳤다."",""부부간의 갈등을 원만하게 해결하기 위해서는 시간이 필요하다.""]]",명사,[시간],"[""어떤 때에서 다른 때까지의 동안."",""어떤 일을 하도록 정해진 때. 또는 하루 중의 어느 한 때."",""어떤 일을 할 여유."",""어떤 일이 시작되어 끝날 때까지의 동안."",""자연히 지나가는 세월.""]"
5609,집,2024-01-04 19:04:00,,Y,"[[""우리는 방이 세 개 딸린 집에서 살고 있다."",""남자는 집이 없어 이곳저곳을 떠돌며 지냈다."",""먼지가 잔뜩 쌓인 것을 보니 그 집에는 아무도 살지 않는 것 같았다.""],[""마을은 여러 집이 옹기종기 모여 있었다."",""우체국은 학교에서 세네 집 건너에 있었다.""],[""그녀는 화목한 집에서 태어나 가족들의 사랑을 받으며 자랐다."",""가난한 우리 집 형편에 내 대학 등록금을 마련하기란 어려울 것이다.""],[""나는 안경을 집에 넣었다."",""그는 허리에 찬 집에서 재빨리 총을 꺼냈다.""],[""나는 바둑에서 이기기 위해 열심히 집을 만들었다.""],[""흑색 돌이 백색 돌보다 두 집 많아 이번 판에서 승리했다."",""나는 상대보다 세 집 정도 더 많이 지어 초반부터 앞서 나갔다.""],[""없음""]]",명사,[집],"[""사람이나 동물이 추위나 더위 등을 막고 그 속에 들어 살기 위해 지은 건물."",""사람이나 동물이 살기 위해 지은 건물을 세는 단위."",""가정을 이루고 생활하는 집안."",""칼이나 총, 안경 등을 끼거나 담아서 보관할 수 있게 만든 것."",""바둑에서, 자기 돌로 에워싸 상대편 돌이 들어올 수 없게 한, 바둑판의 빈 자리."",""바둑에서, 자기 돌로 에워싸 상대편 돌이 들어올 수 없게 한 빈 자리를 세는 단위."",""‘물건을 파는 가게’ 또는 ‘영업을 하는 가게’의 뜻을 나타내는 말.""]"
5626,과일,2024-01-04 19:04:00,,Y,"[[""나는 과수원의 나무에서 갓 따 낸 신선한 과일을 먹었다."",""지수는 과일 중에서 달콤하고 상큼한 오렌지를 제일 좋아한다.""]]",명사,[과ː일],"[""사과, 배, 포도, 밤 등과 같이 나뭇가지나 줄기에 열리는 먹을 수 있는 열매.""]"
5627,야채,2024-01-04 19:04:00,,Y,"[[""김치를 담그려고 야채 가게에서 배추와 무를 사 왔다."",""야채는 냉장고에 보관해야 신선도를 유지하며 오래 두고 먹을 수 있다."",""고기를 상추나 깻잎 같은 야채에 싸 먹으면 영양소를 골고루 섭취할 수 있다.""]]",명사,[야ː채],"[""밭에서 기르며 주로 그 잎이나 줄기, 열매를 먹는 농작물.""]"
